0.122375954;0.422563871
0.13144084;0.481799683
0.142414122;0.503504409
0.168416031;0.49106941
0.171994275;0.572688221
0.182490458;0.603210491
0.173187023;0.65656794
0.206583969;0.724169116
0.201574427;0.73276057
0.191078244;0.789961565
0.185353053;0.839249378
0.148616412;0.88537192
0.083969466;0.917476826
0.052003817;0.921546462
0.03148855;0.906398372
0.021230916;0.874519557
0.027194656;0.855980104
0.039837786;0.833144924
0.053196565;0.721456025
0.065362595;0.655889668
0.057251908;0.667872485
0.053912214;0.65385485
0.044847328;0.605923581
0.036020992;0.549400859
0.034589695;0.5012435
0.044847328;0.528600497
0.058206107;0.578792675
0.06894084;0.58014922
0.072280534;0.556409677
0.082061069;0.532444043
0.099236641;0.45037305
0.11235687;0.308840154
0.120229008;0.26475243
0.116650763;0.180872711
0.08754771;0.11711508
0.042461832;0.084557992
0.018129771;0.077323084
0.00596374;0.0967669
0.005248092;0.118923807
0.010257634;0.120506444
0.02528626;0.132941442
0.05605916;0.173185621
0.065362595;0.189690255
0.066078244;0.222247343
0.05605916;0.256160977
0.065601145;0.317205517
0.065362595;0.406285327
0.067986641;0.479764865
0.063215649;0.53945286
0.063454198;0.586253674
0.06226145;0.604793127
0.05653626;0.616323762
0.04985687;0.652950486
0.043416031;0.680081393
0.039837786;0.6997513
0.044847328;0.734569297
0.044847328;0.740899842
0.039122137;0.738638933
0.03101145;0.754239204
0.01884542;0.767352476
0.009064885;0.792448564
0.008587786;0.843545105
0.010019084;0.879041375
0.009780534;0.884919738
0.011688931;0.899615645
0.015505725;0.894641646
0.023139313;0.903685281
0.021708015;0.891702464
0.020038168;0.900067827
0.020992366;0.898711282
0.024332061;0.880624011
0.026956107;0.845353832
0.027671756;0.827492652
0.028864504;0.798100837
0.030534351;0.778430929
0.02528626;0.77096993
0.023854962;0.788378928
0.021946565;0.78114402
0.020992366;0.799909564
0.023377863;0.827492652
0.029818702;0.853493104
0.036020992;0.822518652
0.039837786;0.772326475
0.03721374;0.755143568
0.03101145;0.781822293
0.03101145;0.711960208
0.028625954;0.657020122
0.03745229;0.598462582
0.057967557;0.619941216
0.075620229;0.669002939
0.080629771;0.698168664
0.08754771;0.683020574
0.083253817;0.711508026
0.085400763;0.733438842
0.08754771;0.771874293
0.091125954;0.809857563
0.09398855;0.825910016
0.087070611;0.83450147
0.073473282;0.855301831
0.066316794;0.879719647
0.05605916;0.866380285
0.047471374;0.857788831
0.036498092;0.807822745
0.027910305;0.749717386
0.021230916;0.648428668
0.011688931;0.553018313
0.007395038;0.501017409
0.011688931;0.513452408
0.020753817;0.510287135
0.022423664;0.58783631
0.032681298;0.623106489
0.045562977;0.65136785
0.070133588;0.623558671
0.089217557;0.592584219
0.09375;0.593262492
0.07514313;0.585801492
0.051049618;0.571105584
0.059160305;0.551209586
0.081583969;0.556409677
0.09351145;0.525435225
0.103053435;0.504634863
0.089217557;0.477051775
0.074427481;0.471399503
0.066078244;0.45037305
0.051765267;0.442912051
0.050572519;0.376441329
0.080868321;0.378023966
0.080391221;0.435451051
0.062977099;0.50893059
0.044847328;0.521365589
0.030534351;0.545557314
0.017652672;0.632150124
0.010734733;0.723264752
0.010973282;0.786118019
0.008110687;0.7965182
0.014312977;0.825457834
0.022662214;0.839927651
0.045562977;0.831110106
0.073950382;0.825457834
0.104961832;0.853267013
0.126908397;0.872936921
0.156965649;0.886502374
0.152433206;0.889667646
0.154580153;0.877458738
0.139790076;0.872258648
0.105916031;0.865702012
0.078959924;0.861632376
0.055104962;0.865928103
0.047232824;0.853719195
0.076574427;0.851458286
0.077290076;0.854623559
0.081822519;0.851458286
0.096135496;0.83450147
0.079914122;0.817996835
0.057729008;0.830657924
0.042700382;0.821388198
0.026479008;0.829075288
0.016221374;0.833371015
0.011688931;0.827266561
0.014790076;0.805335745
0.01884542;0.803300927
