tensao_barramento11;tensao_barramento12;tensao_barramento24;pot_ativa_inj_barramento11;pot_ativa_inj_barramento12;pot_ativa_inj_barramento24;pot_reativa_inj_barramento11;pot_reativa_inj_barramento12;pot_reativa_inj_barramento24
1.00892702849027;1.01098712557168;1.01029230692698;58.9227604907273;101.526317085037;106.868454582639;-20.7758590285536;-17.2729353327734;22.9450176376558
1.00780212566448;1.01061584426386;1.00718136276399;53.9071722127496;97.5780034320387;93.000790730524;-21.423709823095;-16.1962684639864;20.6383726707052
1.00412651770128;1.00832081868403;0.997904131177795;45.6757385829684;89.5118882863815;75.0727437425271;-24.5096889785624;-10.0654972551999;14.4571783458739
1.00165727212353;1.00692915551133;0.99146442607276;35.6371787165055;78.9523583254513;57.5166382235437;-26.569228223247;-6.41329121949263;10.6788870682515
0.999397791214116;1.00001453455513;0.985534629839748;36.4460208261926;77.9220813895306;56.6928603079102;-3.10075743822592;-20.5094140963562;16.2826425050693
0.99953769663922;1.00023047073496;0.985728374054919;34.6686023639762;75.6998185662941;54.2599183596292;-3.0100274134838;-20.5998543711549;16.1058801028693
0.999415635627164;1.00008986047024;0.985645769596717;34.6014985556452;76.5098357313597;53.5665145187527;-3.25233713101101;-20.8891480542613;15.9452097001226
0.999717292077949;1.0005097138933;0.986008446482293;32.503692011064;73.2455024079085;50.8774166747626;-3.01945063407024;-20.8367385574968;15.7646589129899
0.999609611649195;1.00050173325604;0.985922391571273;31.8417673406017;72.1831848115489;50.997125734051;-3.17351372750182;-20.2340217638353;15.3903547872068
0.999731149367453;1.00084618244967;0.985286767423873;32.8939268920373;56.088664365322;46.4974670567099;-1.81186919855174;-18.4137607429714;17.2721203875231
0.999393316468247;1.00041102236846;0.984288795607756;37.3681221761908;53.9186264663196;50.0836925328891;-1.46638481654859;-17.4332043790752;18.7569527567868
0.998788862364844;0.999282209048079;0.983318101957868;49.250832331526;66.2330131442133;62.7558493120978;-2.74818121795774;-16.7856851240643;19.0282291963689
0.998303231967992;0.998512789866559;0.982755714802747;56.9602758055233;70.5767449649057;68.5209577757497;-3.61261324007534;-16.6664309247411;19.0847381276176
0.998395733683031;0.998615913425968;0.983427847032532;57.0916019518228;74.5846353346308;68.2237174729446;-4.06264183225697;-17.1663935745151;17.7620928350004
0.998694995083258;0.999026347634296;0.984120921421781;56.5685624890951;75.3446636278516;66.182135668455;-4.01223712019574;-18.4306189871357;16.7328879821656
0.998985583732337;0.99946919031229;0.984497608974964;54.3684604976114;67.2741610467753;59.3363862986488;-3.29442893044962;-19.3508370675604;17.1626873055507
